,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10
9768,4,1,4,2,5,2,4,5,3,2,4,4,3,4,2,3,3,3,5,2,1,4,3,3,2,4,2,4,4,3,3,4,3,2,1,3,4,3,4,2,4,3,2,3,4,2,4,4,1,4
9769,5,1,5,3,4,1,5,3,5,4,1,5,3,5,5,2,1,1,3,3,4,5,3,5,2,5,1,4,5,5,4,5,4,5,3,5,3,4,1,3,3,1,3,1,5,1,5,1,3,5
9770,3,2,3,3,2,3,2,3,3,5,2,2,4,3,3,3,3,3,3,3,5,3,2,3,2,4,3,3,4,3,3,2,4,3,3,2,2,2,3,3,1,3,4,3,3,3,3,2,3,3
9771,4,4,2,4,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,2,4,2,4,4,4,2,4,4,4,2,4,3,4,4,3,4,4,4,2,4,2,2,4,4,4
9772,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
9773,4,3,3,3,3,3,4,4,3,4,2,5,3,3,3,2,3,3,2,2,2,3,2,4,2,3,3,4,3,3,2,4,4,3,2,4,1,3,2,3,3,3,3,2,4,2,3,2,4,4
9774,1,4,2,4,4,1,4,4,2,2,1,5,2,2,1,1,1,1,1,2,1,5,1,5,1,2,1,5,5,5,4,2,5,5,4,5,5,1,4,5,5,1,5,1,5,1,5,5,5,5
9775,4,2,4,2,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,5,2,3,3,3,2,4,3,2,2,3,4,3,2,3,3,3,2,3,3,2,2,1,3,2,3,2,4,4
9776,4,1,4,3,4,2,5,2,4,3,2,3,3,2,2,2,3,2,3,3,4,5,5,4,3,4,2,2,3,3,3,2,4,2,2,2,4,2,4,2,4,1,4,2,3,4,2,2,2,3
9777,3,3,4,3,3,4,2,5,1,4,3,5,4,0,4,2,3,3,3,0,4,4,2,5,3,3,3,3,4,3,4,2,4,2,3,2,4,2,4,3,3,3,2,3,2,4,3,2,3,2
9778,5,1,1,1,3,1,1,2,4,3,5,1,5,1,5,3,5,5,4,4,3,5,1,5,3,3,3,3,5,5,1,5,5,3,1,5,5,5,4,5,5,1,3,3,5,3,4,5,5,4
9779,5,1,3,2,5,2,4,3,4,4,3,3,2,2,2,1,3,2,2,2,4,3,1,2,3,2,1,3,2,4,3,3,4,2,2,4,2,2,3,4,4,2,5,3,4,2,4,2,4,4
9780,1,4,3,5,3,3,1,5,1,5,4,5,5,2,3,4,3,3,2,4,2,4,1,3,2,3,3,5,3,3,2,5,4,5,1,5,4,3,2,3,3,2,4,2,3,1,1,3,4,5
9781,1,4,2,4,2,3,2,4,2,4,5,2,5,2,3,2,4,2,4,4,2,3,2,4,3,4,4,4,3,4,3,3,4,2,2,4,4,3,3,4,4,1,3,2,3,2,4,3,4,3
9782,2,3,4,5,2,3,1,3,5,5,0,3,5,3,1,3,4,4,4,3,4,5,5,4,1,5,4,3,3,3,3,4,5,4,3,3,5,3,4,4,4,5,4,1,3,2,3,4,5,4
9783,3,3,2,4,2,3,2,3,2,5,4,4,3,2,4,4,4,4,4,2,2,4,2,4,3,4,3,2,4,3,2,4,1,3,2,4,2,3,3,3,3,2,4,2,4,3,5,2,3,3
9784,3,1,5,2,4,2,3,3,3,2,4,4,4,3,2,4,4,2,3,3,1,5,3,4,1,3,2,3,5,3,4,2,3,2,4,1,4,1,5,3,4,3,4,2,4,1,2,3,5,4
9785,3,4,4,4,2,2,2,4,4,4,2,4,4,3,2,1,2,1,4,3,1,4,1,4,2,4,1,4,4,4,4,1,5,1,3,1,5,3,5,4,5,1,4,1,5,1,5,2,5,5
9786,2,1,3,3,4,2,3,2,4,3,1,2,3,3,3,2,3,3,3,3,2,3,2,4,2,3,3,3,4,4,3,4,3,3,3,3,2,2,4,3,2,2,4,2,3,2,3,2,3,3
9787,3,4,3,3,3,3,2,4,3,3,4,5,5,4,3,3,3,3,4,4,1,4,2,5,3,5,4,4,5,3,3,3,5,4,4,2,5,3,1,3,4,2,5,2,4,1,4,4,5,4
9788,3,3,4,3,3,3,3,3,2,3,3,5,3,4,3,2,3,3,3,2,2,3,1,4,3,4,3,3,3,3,4,1,4,2,4,1,3,3,4,3,4,3,3,3,3,2,3,3,3,3
9789,3,1,3,5,3,3,4,3,4,4,4,4,4,3,5,4,4,3,3,4,4,5,3,5,4,2,3,2,4,4,4,3,5,4,4,5,5,4,4,3,3,5,5,3,4,1,5,1,3,4
9790,3,1,5,3,3,1,3,1,3,5,5,1,5,3,5,5,5,5,5,1,5,3,3,5,3,5,3,5,3,5,3,3,5,3,5,1,3,1,5,5,5,1,5,1,3,1,5,3,5,1
9791,4,5,5,4,5,2,5,3,3,1,4,4,4,4,2,3,4,2,4,2,2,5,3,4,2,5,1,3,4,5,2,5,2,4,2,5,2,3,2,3,2,3,4,3,5,4,4,2,2,5
9792,2,3,3,3,3,3,3,3,4,3,3,3,4,2,3,3,2,3,1,3,3,5,1,4,2,4,2,4,3,4,3,4,4,3,1,4,3,2,3,3,2,2,4,1,4,2,4,3,2,4
9793,2,4,2,4,1,1,1,5,2,5,2,4,4,4,1,4,2,1,4,1,1,5,4,5,1,2,1,5,4,5,5,2,5,4,2,1,4,4,2,5,4,1,2,1,5,2,5,4,4,4
9794,5,1,4,1,5,1,5,2,4,1,5,2,5,2,4,4,4,3,4,3,1,5,1,5,1,5,1,5,5,4,2,4,4,4,1,4,4,4,4,5,4,1,4,2,3,2,4,3,4,4
9795,4,2,4,3,5,2,4,4,4,3,4,3,4,3,3,3,3,3,4,3,1,2,3,4,2,3,3,3,4,3,5,2,5,3,2,4,4,3,2,4,3,1,4,1,4,1,4,3,4,4
9796,3,3,5,3,4,2,3,4,3,3,1,4,4,5,4,1,1,1,1,1,2,4,1,2,2,4,2,3,4,5,4,1,5,1,4,1,3,1,5,5,3,4,2,4,4,3,4,1,3,4
9797,1,5,2,5,2,4,1,5,1,5,4,1,4,3,2,2,3,2,3,2,2,2,2,4,4,2,4,3,2,3,3,3,5,3,2,4,4,3,1,3,3,2,3,0,4,3,4,3,5,5
9798,4,3,5,3,4,1,3,1,4,1,1,3,2,1,4,2,4,4,2,1,2,4,1,3,2,4,2,4,5,3,4,4,4,2,2,5,4,1,3,4,5,1,5,1,5,1,5,2,2,4
9799,3,4,5,2,4,2,4,3,3,2,1,4,4,5,2,1,1,2,3,1,5,5,2,5,1,4,1,5,5,5,5,4,5,2,4,0,5,1,4,5,5,2,4,2,4,1,5,3,5,4
9800,2,3,3,3,4,3,3,4,3,4,3,3,4,2,2,2,4,4,3,4,2,3,4,4,4,3,2,4,4,3,3,4,3,3,2,2,3,3,2,3,3,3,3,3,4,3,4,4,4,3
9801,3,2,4,2,2,2,3,2,4,4,4,4,4,4,5,4,3,2,5,3,4,4,3,5,5,4,2,4,4,4,2,3,5,2,1,1,4,4,2,4,4,4,4,5,5,1,5,4,5,5
9802,1,4,5,4,4,2,2,5,3,3,2,4,2,2,1,2,1,1,2,4,1,5,1,5,1,5,1,5,4,4,5,1,3,1,5,1,5,1,5,2,5,1,5,1,4,1,5,5,4,4
9803,3,1,5,1,4,1,3,2,4,4,2,4,4,2,2,5,5,5,5,3,3,4,5,4,2,2,2,3,5,4,5,5,4,3,1,5,3,1,5,5,4,5,4,5,5,1,5,4,4,5
9804,4,1,2,2,4,2,2,4,4,3,5,1,5,2,4,4,2,2,4,4,4,2,4,1,4,1,4,2,1,2,5,4,4,1,5,4,5,1,2,4,5,2,5,2,5,1,5,4,4,5
9805,3,3,3,3,3,3,2,3,4,4,3,3,4,4,3,2,2,1,1,1,2,4,3,4,3,4,3,4,4,3,5,1,4,3,5,1,3,3,4,3,3,1,4,2,4,2,4,2,3,4
9806,1,4,1,5,1,4,2,4,2,5,4,3,3,2,3,4,4,3,4,4,3,1,2,3,3,3,4,3,3,2,4,4,2,4,2,3,0,2,2,4,4,2,4,2,4,4,4,2,4,4
9807,3,1,4,2,5,1,3,3,4,1,4,5,5,4,2,1,2,2,3,1,3,4,3,5,3,5,3,2,4,5,2,2,3,2,2,2,3,2,3,3,5,3,2,3,4,3,4,3,3,4
9808,3,5,3,5,4,4,1,5,2,2,4,2,5,4,3,4,3,3,5,3,3,4,1,5,2,5,2,5,5,5,5,1,4,1,3,3,1,5,2,3,4,4,4,1,3,3,4,1,5,3
9809,2,2,5,2,5,4,4,2,5,3,4,2,5,3,3,3,4,4,4,2,1,2,4,5,1,4,1,5,5,4,3,4,5,3,3,2,3,4,3,3,3,2,4,3,3,1,3,3,4,4
9810,5,2,4,2,4,1,5,2,4,3,1,4,1,1,2,5,4,4,5,1,5,1,5,1,5,1,5,1,1,4,2,5,4,5,1,4,1,5,1,4,5,1,5,1,5,1,5,5,5,5
9811,1,5,1,2,2,4,1,1,5,2,4,4,5,4,3,3,2,2,2,4,5,2,5,1,4,1,4,2,1,2,5,1,5,4,5,1,5,1,4,5,5,1,5,1,5,1,5,5,5,5
9812,3,2,2,3,2,3,3,4,2,4,5,2,5,4,4,5,5,4,4,4,2,4,1,4,2,3,2,3,4,3,3,1,3,1,2,1,5,2,4,4,3,3,2,5,1,5,4,3,3,1
9813,4,1,4,2,3,2,5,3,4,3,3,4,3,4,3,1,2,1,1,1,4,5,4,5,3,2,1,4,4,3,1,5,5,3,1,4,4,4,2,3,4,1,4,1,3,1,4,4,5,4
9814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9815,4,3,3,3,4,3,4,4,3,4,1,3,1,4,1,1,3,3,4,1,5,3,4,4,5,3,4,3,4,4,5,1,5,1,3,3,5,3,4,5,4,2,5,2,4,1,4,5,5,4
9816,5,1,5,3,4,1,5,3,3,2,2,3,4,4,1,1,3,2,2,2,1,4,1,4,2,4,1,3,4,4,4,1,5,2,5,1,4,1,5,5,4,2,4,1,4,1,4,2,4,4
9817,5,5,3,5,3,1,3,5,1,4,1,3,5,5,1,2,2,2,3,1,3,3,1,5,3,4,3,2,5,5,5,1,5,5,5,1,5,5,5,5,4,1,5,1,5,1,5,4,5,5
9818,2,2,2,3,4,2,2,4,5,4,5,2,5,1,4,5,5,4,5,4,3,3,4,4,1,5,3,5,4,2,2,4,4,4,1,4,4,4,1,2,5,1,3,3,4,1,2,5,5,3
9819,3,1,4,1,5,2,4,4,4,3,3,2,5,3,3,3,3,3,4,3,4,5,3,4,2,4,1,3,4,3,2,3,4,3,1,4,3,3,3,3,2,4,5,2,2,2,2,3,4,4
9820,2,2,3,3,3,3,3,4,3,4,5,3,5,2,3,2,3,2,2,2,1,5,1,5,1,3,1,5,5,4,4,4,4,2,3,3,2,2,2,4,4,1,5,1,4,1,4,3,5,5
9821,3,1,2,2,4,4,4,3,2,3,5,2,5,2,4,5,4,5,5,4,1,4,4,3,2,5,2,5,4,4,4,5,5,4,2,5,4,2,2,5,3,5,4,3,2,2,1,3,5,2
9822,2,5,3,4,1,4,3,5,5,5,4,4,5,5,5,3,3,1,4,1,5,3,3,4,3,3,3,4,3,3,4,1,3,4,2,3,4,2,4,3,5,3,5,3,4,2,4,5,4,3
9823,4,1,5,2,5,1,5,2,5,2,2,4,3,5,1,2,1,2,3,1,1,5,1,5,1,5,1,5,5,5,4,3,5,1,4,1,4,1,4,3,5,1,5,1,5,1,5,5,5,5
9824,3,1,5,1,4,1,3,3,4,3,1,5,3,5,1,3,1,1,3,1,2,3,5,4,3,5,2,4,5,3,2,2,4,3,1,3,3,4,1,3,4,3,5,3,4,1,3,4,4,4
9825,3,2,4,2,5,2,2,2,4,3,2,3,4,0,2,3,2,2,2,0,5,4,2,5,2,3,1,5,3,4,3,3,3,3,4,5,3,0,2,3,2,2,3,2,3,2,4,1,0,4
9826,2,3,2,4,4,3,2,4,3,4,4,4,4,1,3,4,4,4,4,4,2,4,3,4,2,4,2,4,4,4,2,4,3,3,1,4,2,4,2,2,5,2,4,1,2,4,3,4,5,2
9827,3,2,2,5,2,4,2,5,1,5,5,1,5,4,2,4,4,5,5,3,1,3,1,5,1,4,3,4,4,3,4,1,5,1,3,2,3,2,3,2,4,1,3,2,3,2,4,2,3,4
9828,4,4,4,3,4,4,2,3,4,5,5,1,5,5,2,5,4,5,5,5,1,4,1,5,1,4,3,5,4,3,5,1,5,2,3,3,5,3,5,3,1,5,1,4,1,4,2,3,5,4
9829,2,3,3,4,3,2,1,2,4,4,1,4,1,5,1,1,2,1,1,1,5,2,4,1,5,1,3,1,2,2,4,4,4,2,3,4,4,3,4,5,4,2,4,2,4,0,4,3,4,4
9830,2,2,4,1,2,4,5,5,5,4,5,5,2,5,4,1,5,4,5,1,5,5,1,5,5,4,4,1,5,5,2,5,4,4,5,5,5,1,1,4,4,4,5,5,4,1,4,4,5,4
9831,3,2,3,4,4,2,3,4,2,4,5,2,5,4,2,4,4,4,4,4,1,4,1,4,2,4,2,4,4,2,5,1,5,2,4,2,4,2,4,5,2,2,3,1,5,2,4,2,4,4
9832,3,1,5,3,4,1,3,3,3,4,5,2,5,2,1,5,4,5,5,4,5,5,4,5,1,2,5,4,4,1,2,4,2,4,3,2,2,5,2,2,3,3,5,2,4,3,2,2,2,4
9833,5,3,5,3,5,1,5,1,5,3,1,3,2,3,1,1,1,1,1,1,1,5,1,3,1,2,1,3,5,5,5,4,4,1,5,1,1,1,5,5,5,1,5,2,5,1,5,1,1,5
9834,3,1,2,3,3,1,3,3,1,5,2,4,3,2,3,2,5,4,4,2,5,5,1,5,4,4,3,5,4,4,2,5,4,5,1,5,2,1,3,5,4,2,5,1,4,5,4,2,2,3
9835,5,1,4,1,5,1,5,2,5,1,5,2,5,4,4,2,2,1,3,4,5,4,1,5,1,4,1,4,5,5,5,3,4,2,4,2,5,3,5,4,3,2,3,3,3,1,4,2,3,4
9836,2,2,3,5,2,1,2,5,3,4,1,5,4,2,3,3,3,2,3,3,4,4,3,3,3,4,2,3,3,4,2,4,2,5,2,5,2,4,2,3,5,1,5,1,4,1,3,3,5,5
9837,2,2,4,2,4,3,4,3,4,5,5,5,5,1,3,1,5,4,4,5,2,5,5,0,2,1,2,4,3,4,3,4,4,3,2,4,4,3,1,4,5,2,2,2,4,5,4,4,5,4
9838,2,1,3,3,2,1,2,3,4,5,4,2,5,1,1,2,4,3,4,4,2,5,4,4,2,3,1,5,3,2,4,3,5,3,2,4,4,3,4,3,4,1,5,1,3,1,4,4,5,5
9839,1,5,3,5,2,4,2,4,4,5,3,4,4,3,3,2,1,1,2,2,2,4,2,4,2,4,2,4,3,3,2,2,4,4,2,1,4,3,2,3,4,2,3,2,2,4,3,2,5,3
9840,2,5,4,3,3,2,3,4,3,3,2,4,4,3,2,2,3,3,2,3,2,4,1,4,2,3,2,4,4,3,5,1,5,1,4,1,5,1,5,5,4,2,4,2,3,1,5,3,4,4
9841,0,3,3,5,1,2,4,4,2,2,3,5,4,2,4,3,4,3,2,1,4,3,2,4,2,3,4,3,2,1,4,4,3,3,3,2,5,3,2,2,5,4,5,1,5,3,4,2,2,2
9842,4,2,4,2,4,2,3,2,5,2,1,3,5,1,4,5,5,5,5,5,3,2,5,3,4,4,4,2,2,4,1,3,5,4,2,5,3,4,2,5,5,1,5,1,4,2,5,5,5,5
9843,5,1,4,3,5,1,4,2,4,5,3,3,3,2,3,3,4,2,3,2,2,4,3,4,3,4,3,4,4,2,3,4,4,2,3,3,4,4,3,3,2,3,3,3,3,2,4,2,4,4
9844,1,2,3,4,2,3,2,4,2,4,2,2,2,3,4,2,3,2,4,2,3,3,2,4,4,4,2,4,4,3,4,2,4,4,4,2,4,3,4,0,4,2,2,4,3,4,4,2,4,2
9845,3,2,3,4,4,2,2,5,1,2,2,5,2,2,3,3,5,5,4,4,1,5,3,5,1,5,1,3,4,5,3,1,4,1,4,1,5,3,4,2,3,2,4,1,3,5,4,2,4,4
9846,1,2,1,3,3,2,1,3,2,2,2,3,2,1,5,1,3,3,3,4,2,3,2,4,3,2,3,4,2,4,1,3,1,4,4,3,4,4,1,3,1,2,1,4,1,3,3,2,5,4
9847,1,5,2,5,2,4,1,5,1,5,2,1,5,4,4,4,5,3,5,3,3,2,3,3,3,5,4,2,2,3,4,1,2,3,2,3,3,2,1,2,5,3,4,2,3,2,3,1,5,3
9848,1,5,3,4,2,2,3,4,3,5,2,4,4,1,1,1,3,1,2,4,1,3,1,3,2,4,2,3,3,3,3,4,4,2,1,3,4,2,3,3,3,3,3,1,3,1,4,2,5,4
9849,1,3,2,4,2,4,1,3,2,5,4,4,5,4,2,3,4,3,2,3,5,3,2,4,2,4,2,3,4,2,3,4,3,4,2,3,3,4,2,2,2,3,4,3,3,2,3,3,4,3
9850,4,1,4,3,5,3,3,2,4,5,3,3,2,2,3,3,2,4,1,4,2,5,2,3,1,2,1,3,4,5,3,1,4,2,2,2,1,1,1,3,3,1,4,2,4,1,4,2,3,3
9851,1,3,2,1,1,2,1,3,2,3,3,3,5,3,5,0,3,1,3,4,4,1,4,1,5,1,5,5,1,2,3,5,2,5,1,5,1,3,2,2,5,2,3,3,5,3,5,5,2,5
9852,4,1,5,1,5,1,5,1,5,2,1,4,2,5,4,1,1,1,1,1,1,5,1,5,1,4,1,4,4,5,4,4,4,4,2,4,4,2,3,4,4,2,5,1,5,1,4,4,5,5
9853,5,1,4,3,4,3,2,4,4,4,4,4,4,0,4,4,4,3,4,3,5,5,2,2,2,3,3,3,4,4,3,5,4,2,0,4,3,3,3,4,1,4,3,3,4,3,3,2,4,4
9854,4,2,4,2,4,2,3,4,3,2,1,4,3,3,2,2,2,2,1,2,2,3,4,4,3,2,3,4,4,4,3,2,4,3,2,3,3,3,4,3,4,2,4,2,2,2,4,4,4,4
9855,1,2,4,2,5,2,3,2,2,3,4,3,5,5,2,4,3,2,4,1,2,5,2,4,4,5,2,4,5,5,3,5,4,2,5,4,5,3,5,4,1,1,5,3,5,1,5,1,5,5
9856,1,3,3,3,4,3,1,2,1,3,5,4,4,4,4,5,3,3,4,4,4,3,4,5,2,4,3,2,3,4,3,5,4,3,2,4,3,2,1,4,1,2,4,2,3,3,4,1,4,3
9857,2,5,2,5,3,5,2,5,2,5,5,1,5,5,1,0,4,4,1,5,4,2,1,2,4,2,4,2,2,2,5,1,5,5,2,4,4,4,2,2,4,4,5,4,4,2,4,4,5,4
9858,4,1,4,2,4,2,4,2,5,2,1,4,2,4,3,2,2,1,2,2,4,4,4,2,3,2,2,3,3,4,4,4,4,1,3,1,4,3,4,4,4,1,4,2,4,2,4,3,4,4
9859,3,4,1,4,3,4,3,5,2,5,4,2,5,3,4,4,3,2,2,3,2,3,1,4,2,2,3,4,4,3,4,4,5,3,2,2,4,3,2,3,4,2,5,2,3,1,3,4,4,3
9860,1,3,4,3,2,3,2,3,3,2,4,2,4,4,4,4,3,3,3,4,3,2,3,3,2,4,2,3,2,3,3,2,3,4,3,4,3,2,3,4,2,3,2,3,2,2,2,2,4,2
9861,1,2,2,5,4,2,1,5,4,5,5,1,5,1,4,5,5,4,4,5,1,4,4,5,1,3,4,4,5,4,2,4,5,4,2,4,4,2,2,5,3,3,2,3,3,2,4,4,5,2
9862,3,2,5,3,4,2,2,4,5,4,1,5,4,4,1,1,3,3,1,1,1,5,1,5,1,5,1,5,5,5,4,1,5,2,2,3,2,1,3,4,3,1,4,2,4,2,5,1,5,3
9863,3,5,3,4,1,2,1,3,3,5,4,4,5,4,3,3,3,2,3,2,3,4,2,4,2,3,1,4,4,3,4,1,4,2,4,2,5,5,2,2,2,4,3,3,3,3,4,2,4,3
9864,3,1,4,3,2,1,4,1,4,2,4,4,5,3,5,5,5,4,5,2,4,2,4,3,2,2,1,2,4,4,2,5,5,4,5,1,5,3,1,3,3,1,4,1,4,1,4,4,4,4
9865,4,2,2,2,4,1,3,3,3,3,4,3,4,2,4,4,4,2,4,3,1,5,1,5,1,5,1,4,5,5,3,4,3,3,1,3,3,3,1,3,5,3,5,1,3,1,3,3,5,4
9866,1,5,5,4,4,4,3,4,2,5,3,5,4,4,2,4,4,4,3,2,2,5,1,5,1,4,2,4,4,4,5,1,4,3,2,2,4,2,2,3,1,2,3,4,2,4,3,2,4,2
9867,3,4,3,4,2,4,0,0,0,0,3,3,3,3,4,0,0,0,0,0,0,3,2,3,2,0,0,0,0,0,2,2,3,3,3,0,0,0,0,0,3,3,3,4,4,0,0,0,0,0
9868,1,4,1,5,1,4,1,5,1,5,1,2,5,5,4,5,5,5,4,5,3,4,4,4,3,4,4,3,4,1,2,5,4,4,2,4,4,2,4,4,2,5,5,5,2,1,4,2,4,2
9869,3,1,5,3,5,2,5,2,2,2,4,3,3,3,3,1,2,1,2,3,2,4,1,5,3,5,2,4,5,2,4,2,5,2,3,1,2,2,5,3,3,1,4,1,3,2,4,3,3,4
9870,3,4,5,3,3,1,2,4,5,4,3,5,4,2,2,4,4,3,3,2,4,5,4,3,4,3,2,3,3,5,4,5,4,5,1,5,5,4,1,3,5,5,5,4,3,2,4,4,4,3
9871,2,4,3,4,2,4,1,4,2,5,3,4,3,3,3,2,2,2,2,3,3,4,2,3,2,4,2,3,3,3,3,4,3,3,2,3,3,4,3,3,4,1,3,1,3,3,4,4,3,2
9872,3,3,5,3,5,5,4,4,4,4,3,3,5,4,4,4,3,3,3,3,5,5,3,5,2,4,4,3,5,3,3,5,3,2,3,3,5,5,4,3,3,3,3,4,4,3,3,3,3,3
9873,2,4,3,4,2,3,2,4,3,4,3,4,4,2,4,3,3,2,4,4,2,3,0,4,4,3,3,4,4,4,3,2,4,2,5,2,4,2,4,4,4,1,3,1,0,3,5,4,5,3
9874,4,2,5,1,5,1,5,2,5,2,1,5,4,5,3,1,1,1,1,1,1,5,2,5,1,2,2,4,5,5,4,1,5,1,3,1,5,1,2,4,5,1,5,1,5,1,5,2,5,5
9875,3,1,3,3,1,3,1,5,2,3,4,2,5,1,4,4,3,5,3,3,1,5,2,5,1,5,1,5,5,3,5,0,5,1,5,1,5,1,5,5,5,5,5,1,5,2,4,0,5,4
9876,2,4,2,4,2,4,1,4,2,5,3,5,4,4,2,2,1,1,4,2,2,4,2,5,2,5,2,3,5,2,3,3,4,2,1,4,5,1,4,4,2,3,1,3,3,4,3,2,4,2
9877,1,2,3,3,4,2,1,4,1,3,4,5,4,5,1,2,2,3,5,2,2,4,5,3,4,1,4,2,2,3,2,4,3,4,1,3,5,3,2,2,3,2,4,2,4,2,3,2,2,3
9878,3,2,3,2,4,3,3,2,3,2,3,2,3,2,3,4,2,2,2,2,3,4,4,3,2,2,2,2,2,3,4,1,5,1,3,1,5,4,4,5,5,1,4,1,4,2,5,5,3,4
9879,5,1,5,1,5,1,5,3,4,1,2,4,3,5,3,3,2,2,3,2,1,5,4,4,1,4,1,5,4,5,4,5,3,2,1,5,4,3,3,3,2,4,2,5,2,1,4,2,2,2
9880,4,1,4,2,4,2,3,2,4,2,2,3,5,3,2,2,4,3,2,3,4,5,2,4,1,3,2,2,4,4,4,4,4,2,4,4,4,3,2,3,3,3,3,3,3,2,4,3,4,3
9881,1,3,3,4,4,3,1,4,4,5,3,3,4,3,2,2,3,2,4,3,2,3,1,4,2,4,2,4,4,3,4,2,4,4,2,3,4,3,3,2,4,1,5,1,4,2,4,2,5,5
9882,2,2,4,3,4,2,2,3,4,2,4,3,4,3,4,3,4,4,4,2,2,4,3,4,2,4,2,4,4,3,2,2,3,4,3,2,3,3,3,2,4,3,4,3,4,3,4,2,2,4
9883,1,1,3,4,3,5,1,4,1,5,3,3,5,2,3,4,1,2,4,3,1,4,1,5,1,5,1,4,5,3,4,5,5,3,1,0,2,3,2,3,5,1,4,1,4,3,5,5,5,3
9884,2,2,3,3,4,2,3,3,3,3,3,4,4,3,4,3,4,3,4,3,2,4,2,4,3,4,3,3,4,3,4,3,4,2,4,2,4,1,4,4,3,3,4,4,3,2,3,4,4,4
9885,3,3,5,1,2,2,2,1,5,2,1,4,4,3,1,1,4,2,1,3,4,4,1,3,2,4,1,4,4,5,3,1,3,1,4,1,0,5,4,4,0,2,5,1,5,1,5,1,3,5
9886,3,4,3,4,2,4,3,4,3,5,3,4,3,3,4,3,3,2,3,2,2,3,4,4,3,3,2,2,4,2,2,2,4,4,3,4,3,2,3,3,3,2,5,1,5,1,4,3,5,5
9887,4,3,3,4,4,2,3,4,2,4,3,3,4,3,4,3,3,3,3,3,1,5,2,5,1,4,1,5,5,4,3,4,4,3,2,4,3,3,4,3,4,2,4,2,3,2,4,3,4,3
9888,1,4,2,5,2,4,1,4,2,5,5,1,5,1,5,5,4,3,4,4,2,4,1,5,3,5,3,4,5,4,3,3,2,3,2,3,4,2,3,3,2,3,5,3,3,1,3,3,3,3
9889,5,1,1,5,3,5,4,2,1,5,1,1,5,1,5,1,2,0,4,5,1,5,1,5,1,5,1,5,5,5,3,3,3,3,3,4,3,3,3,3,3,3,5,1,3,0,3,1,5,3
9890,4,2,4,4,3,2,1,2,4,2,4,3,5,1,3,2,3,3,4,4,1,4,4,5,1,4,1,4,4,4,2,4,5,4,1,2,3,3,3,4,4,1,4,1,4,0,4,4,4,4
9891,4,1,4,4,5,1,4,2,5,3,2,4,3,4,3,3,3,3,4,2,3,5,3,3,2,2,2,4,3,4,5,5,5,3,4,4,3,4,3,3,5,5,4,3,4,3,5,5,5,4
9892,5,1,5,3,5,2,4,5,5,5,3,5,3,5,4,5,3,3,3,2,5,5,1,5,5,0,1,5,5,5,3,5,5,3,5,4,5,1,3,5,5,1,5,1,5,1,5,5,5,2
9893,2,4,3,5,2,5,4,5,3,5,2,3,4,3,4,3,3,1,3,3,2,3,2,3,4,3,3,2,1,1,3,4,2,3,1,5,3,3,2,1,5,4,2,3,1,4,3,3,4,1
9894,3,2,4,2,2,2,3,3,4,4,2,5,4,4,3,2,2,2,4,2,4,2,4,2,4,4,4,4,2,3,2,4,4,4,2,2,3,2,2,4,4,3,4,2,3,4,2,2,4,3
9895,3,1,5,2,4,1,4,2,5,3,2,5,4,2,4,1,3,2,3,2,4,4,2,4,3,3,2,4,4,5,3,3,3,2,2,2,5,2,3,3,4,1,5,1,5,1,5,3,5,5
9896,4,1,4,2,3,1,2,0,1,1,3,5,4,3,3,1,3,1,4,1,2,4,5,4,2,1,2,3,4,2,2,1,4,4,5,1,4,1,3,3,3,1,4,2,3,2,4,1,4,4
9897,1,2,1,4,2,3,1,2,1,5,4,4,4,4,5,4,3,3,5,3,4,2,3,4,2,3,3,4,4,3,2,1,2,2,4,2,1,3,3,3,1,5,2,4,2,5,2,1,3,2
9898,3,3,3,3,3,2,3,2,3,3,3,4,3,2,4,4,5,4,3,3,2,4,3,4,3,4,2,4,4,4,2,4,5,4,3,2,4,2,4,4,4,1,2,2,2,4,4,4,4,2
9899,3,4,2,4,3,4,1,4,2,5,3,4,2,1,3,4,4,4,4,5,2,2,1,5,1,5,3,5,4,3,2,5,4,2,1,5,5,5,3,2,4,2,5,3,3,2,4,3,3,3
9900,2,3,2,3,3,4,2,4,3,3,4,3,5,4,5,5,4,3,4,5,3,2,1,2,5,4,3,2,3,2,3,1,5,1,1,2,5,3,4,4,4,2,5,1,5,3,5,5,5,3
